CustomerID,Recency,Frequency,Monetary,avg_order_value,total_transactions,days_active,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
12383.0,185,5,1850.56,18.69252525252525,99,168,1,4,4,144,9,New Customers
12384.0,29,2,585.27,21.676666666666666,27,93,4,2,3,423,9,Potential Loyalists
12386.0,338,2,401.9,40.19,10,30,1,2,2,122,5,Cannot Lose Them
12388.0,16,6,2780.66,27.806600000000003,100,312,4,4,5,445,13,Champions
12390.0,80,1,549.84,17.1825,32,1,2,1,3,213,6,At Risk
12391.0,22,1,460.89,4.6089,100,1,4,1,2,412,7,Need Attention
12393.0,72,4,1582.6,24.728125000000002,64,261,3,4,4,344,11,Loyal Customers
12394.0,64,2,1272.48,47.12888888888889,27,154,3,2,4,324,9,Potential Loyalists
12395.0,19,12,3018.63,19.350192307692307,156,352,4,5,5,455,14,Champions
12397.0,36,2,2409.9,19.126190476190477,126,100,3,2,5,325,10,Potential Loyalists
12398.0,46,1,1635.66,19.24305882352941,85,1,3,1,4,314,8,Need Attention
12399.0,119,4,1108.65,18.790677966101697,59,143,2,4,4,244,10,New Customers
12401.0,303,1,84.3,16.86,5,1,1,1,1,111,3,Cannot Lose Them
12402.0,323,1,225.6,20.50909090909091,11,1,1,1,1,111,3,Cannot Lose Them
12403.0,50,1,427.7,85.53999999999999,5,1,3,1,2,312,6,About to Sleep
12405.0,149,1,1710.39,31.67388888888889,54,1,2,1,4,214,7,Need Attention
12406.0,22,2,3415.3,32.52666666666667,105,162,4,2,5,425,11,Loyal Customers
12407.0,50,5,1708.12,22.18337662337662,77,215,3,4,4,344,11,Loyal Customers
12408.0,33,5,2888.55,27.51,105,228,4,4,5,445,13,Champions
12409.0,79,3,11072.67,101.58412844036697,109,104,2,3,5,235,10,New Customers
12410.0,309,2,693.33,26.66653846153846,26,1,1,2,3,123,6,At Risk
12412.0,75,3,1226.88,20.112786885245903,61,95,2,3,4,234,9,New Customers
12413.0,67,3,758.1,19.95,38,271,3,3,3,333,9,Potential Loyalists
12414.0,217,3,562.41,31.245000000000005,18,94,1,3,3,133,7,Promising
12415.0,24,21,124914.53,174.95032212885152,714,314,4,5,5,455,14,Champions
12417.0,3,9,3649.1,19.005729166666665,192,355,5,5,5,555,15,Champions
12418.0,113,1,668.58,19.664117647058823,34,1,2,1,3,213,6,At Risk
12420.0,64,1,600.39,20.70310344827586,29,1,3,1,3,313,7,Need Attention
12421.0,16,4,807.04,17.93422222222222,45,304,4,4,3,443,11,Loyal Customers
12422.0,96,3,803.56,20.604102564102565,39,230,2,3,3,233,8,Promising
12423.0,1,8,1859.31,14.87448,125,353,5,5,4,554,14,Champions
12424.0,163,2,1760.96,58.69866666666667,30,1,2,2,4,224,8,Need Attention
12425.0,78,1,777.2,21.58888888888889,36,1,2,1,3,213,6,At Risk
12426.0,195,1,582.73,19.424333333333333,30,1,1,1,3,113,5,At Risk
12427.0,22,3,825.8,26.638709677419357,31,350,4,3,3,433,10,Potential Loyalists
12428.0,26,9,7956.46,27.062789115646257,294,258,4,5,5,455,14,Champions
12429.0,9,4,3750.4,38.66391752577319,97,357,5,4,5,545,14,Champions
12430.0,43,1,256.4,23.30909090909091,11,1,3,1,2,312,6,About to Sleep
12431.0,36,15,6487.45,27.606170212765957,235,339,3,5,5,355,13,Champions
12432.0,43,5,5059.32,46.845555555555556,108,130,3,4,5,345,12,Loyal Customers
12433.0,1,7,13375.87,31.847309523809525,420,373,5,5,5,555,15,Champions
12434.0,85,2,806.14,16.122799999999998,50,176,2,2,3,223,7,Need Attention
12435.0,80,2,7829.89,217.49694444444447,36,189,2,2,5,225,9,New Customers
12436.0,100,1,509.01,31.813125,16,1,2,1,3,213,6,At Risk
12437.0,2,18,4951.41,24.88145728643216,199,330,5,5,5,555,15,Champions
12438.0,14,2,2906.85,29.66173469387755,98,126,4,2,5,425,11,Loyal Customers
12441.0,367,1,173.55,15.77727272727273,11,1,1,1,1,111,3,Cannot Lose Them
12442.0,3,1,172.06,14.338333333333333,12,1,5,1,1,511,7,Need Attention
12444.0,21,5,5005.46,28.440113636363638,176,150,4,4,5,445,13,Champions
12445.0,22,1,133.4,33.35,4,1,4,1,1,411,6,About to Sleep
12446.0,58,1,1002.31,17.584385964912283,57,1,3,1,4,314,8,Need Attention
12447.0,243,1,476.49,18.326538461538462,26,1,1,1,2,112,4,Cannot Lose Them
12448.0,44,1,449.45,20.429545454545455,22,1,3,1,2,312,6,About to Sleep
12449.0,22,4,4067.29,21.294712041884818,191,165,4,4,5,445,13,Champions
12450.0,156,2,197.88,24.735,8,18,2,2,1,221,5,Cannot Lose Them
12451.0,11,5,9035.52,25.524067796610172,354,314,5,4,5,545,14,Champions
12452.0,17,2,430.57,19.57136363636364,22,1,4,2,2,422,8,Need Attention
12453.0,134,1,707.09,16.443953488372095,43,1,2,1,3,213,6,At Risk
12454.0,56,1,3528.34,235.22266666666667,15,1,3,1,5,315,9,Potential Loyalists
12455.0,73,6,2466.86,27.409555555555556,90,224,2,4,5,245,11,Loyal Customers
12456.0,44,3,3181.04,25.44832,125,211,3,3,5,335,11,Loyal Customers
12457.0,66,7,2363.23,38.11661290322581,62,173,3,5,5,355,13,Champions
12458.0,71,2,947.4,24.931578947368422,38,214,3,2,4,324,9,Potential Loyalists
12461.0,94,2,826.88,23.62514285714286,35,61,2,2,3,223,7,Need Attention
12462.0,19,2,1189.59,19.186935483870965,62,285,4,2,4,424,10,Potential Loyalists
12463.0,53,4,1344.78,16.202168674698793,83,189,3,4,4,344,11,Loyal Customers
12464.0,10,8,1212.05,41.79482758620689,29,300,5,5,4,554,14,Champions
12465.0,17,2,742.19,15.791276595744682,47,153,4,2,3,423,9,Potential Loyalists
12468.0,188,2,729.54,19.198421052631577,38,129,1,2,3,123,6,At Risk
12471.0,2,30,19824.05,43.09576086956522,460,363,5,5,5,555,15,Champions
12472.0,32,7,6572.11,19.386755162241887,339,337,4,5,5,455,14,Champions
12473.0,29,5,3938.55,23.44375,168,163,4,4,5,445,13,Champions
12474.0,17,18,7375.79,17.395731132075472,424,313,4,5,5,455,14,Champions
12475.0,54,1,723.38,20.093888888888888,36,1,3,1,3,313,7,Need Attention
12476.0,16,11,6816.42,29.255021459227468,233,346,4,5,5,455,14,Champions
12477.0,23,6,13219.74,44.065799999999996,300,279,4,4,5,445,13,Champions
12478.0,4,1,680.99,18.91638888888889,36,1,5,1,3,513,9,Potential Loyalists
12479.0,11,1,527.2,17.006451612903227,31,1,5,1,3,513,9,Potential Loyalists
12480.0,28,4,3281.63,21.309285714285714,154,308,4,4,5,445,13,Champions
12481.0,23,10,5596.32,25.789493087557602,217,343,4,5,5,455,14,Champions
12483.0,17,8,2484.98,33.133066666666664,75,323,4,5,5,455,14,Champions
12484.0,33,6,4541.72,13.126358381502891,346,304,4,4,5,445,13,Champions
12488.0,10,3,1298.66,23.612000000000002,55,66,5,3,4,534,12,Loyal Customers
12489.0,336,1,334.93,22.328666666666667,15,1,1,1,2,112,4,Cannot Lose Them
12490.0,5,10,5417.93,22.114,245,325,5,5,5,555,15,Champions
12491.0,39,1,460.4,17.70769230769231,26,1,3,1,2,312,6,About to Sleep
12492.0,63,2,263.21,13.160500000000003,20,43,3,2,2,322,7,Need Attention
12493.0,166,2,433.74,19.715454545454545,22,32,2,2,2,222,6,Cannot Lose Them
12494.0,16,7,1246.1,16.18311688311688,77,350,4,5,4,454,13,Champions
12497.0,82,1,1043.1,74.50714285714285,14,1,2,1,4,214,7,Need Attention
12498.0,21,3,403.7,17.55217391304348,23,37,4,3,2,432,9,Potential Loyalists
12500.0,23,11,4257.82,69.80032786885245,61,311,4,5,5,455,14,Champions
12501.0,337,1,2169.39,14.559664429530201,149,1,1,1,5,115,7,Need Attention
12502.0,96,5,3723.87,25.332448979591835,147,215,2,4,5,245,11,Loyal Customers
12504.0,18,2,482.05,53.5611111111111,9,13,4,2,2,422,8,Need Attention
12506.0,233,1,73.5,3.1956521739130435,23,1,1,1,1,111,3,Cannot Lose Them
12507.0,134,3,1304.81,62.13380952380952,21,165,2,3,4,234,9,New Customers
12508.0,26,2,398.27,5.772028985507246,69,3,4,2,2,422,8,Need Attention
12509.0,284,1,176.5,25.214285714285715,7,1,1,1,1,111,3,Cannot Lose Them
12510.0,143,2,982.57,29.774848484848484,33,183,2,2,4,224,8,Need Attention
12512.0,66,2,138.03,4.059705882352941,34,1,3,2,1,321,6,About to Sleep
12513.0,113,1,612.29,17.494,35,1,2,1,3,213,6,At Risk
12514.0,267,1,1017.68,19.95450980392157,51,1,1,1,4,114,6,At Risk
12515.0,353,1,383.7,23.98125,16,1,1,1,2,112,4,Cannot Lose Them
12516.0,78,2,1312.06,50.46384615384615,26,103,2,2,4,224,8,Need Attention
12517.0,28,5,2502.84,8.812816901408452,284,162,4,4,5,445,13,Champions
12518.0,1,5,2056.89,16.58782258064516,124,110,5,4,4,544,13,Champions
12519.0,64,1,340.84,18.935555555555556,18,1,3,1,2,312,6,About to Sleep
12520.0,79,5,2634.26,17.330657894736845,152,195,2,4,5,245,11,Loyal Customers
12521.0,143,1,599.68,15.781052631578946,38,1,2,1,3,213,6,At Risk
12522.0,39,2,192.72,16.06,12,13,3,2,1,321,6,About to Sleep
12523.0,19,11,1789.77,16.884622641509434,106,313,4,5,4,454,13,Champions
12524.0,9,8,4485.72,31.150833333333335,144,325,5,5,5,555,15,Champions
12526.0,1,3,1316.66,18.54450704225352,71,94,5,3,4,534,12,Loyal Customers
12527.0,82,3,348.71,19.37277777777778,18,244,2,3,2,232,7,Promising
12528.0,9,6,1933.48,21.01608695652174,92,304,5,5,4,554,14,Champions
12530.0,60,4,1662.28,25.186060606060607,66,278,3,4,4,344,11,Loyal Customers
12531.0,15,1,125.22,7.365882352941177,17,1,4,1,1,411,6,About to Sleep
12532.0,30,1,349.83,21.864375000000003,16,1,4,1,2,412,7,Need Attention
12534.0,131,1,1089.18,17.28857142857143,63,1,2,1,4,214,7,Need Attention
12535.0,92,2,716.35,21.069117647058825,34,95,2,2,3,223,7,Need Attention
12536.0,43,3,12601.83,48.282873563218395,261,16,3,3,5,335,11,Loyal Customers
12538.0,29,1,363.95,17.33095238095238,21,1,4,1,2,412,7,Need Attention
12539.0,22,4,5568.35,20.396886446886448,273,312,4,4,5,445,13,Champions
12540.0,20,17,13400.24,28.03397489539749,478,343,4,5,5,455,14,Champions
12541.0,30,3,981.18,18.868846153846153,52,252,4,3,4,434,11,Loyal Customers
12544.0,36,1,372.7,19.61578947368421,19,1,3,1,2,312,6,About to Sleep
12545.0,75,2,1000.39,20.0078,50,185,2,2,4,224,8,Need Attention
12546.0,47,2,1161.5,16.833333333333332,69,32,3,2,4,324,9,Potential Loyalists
12547.0,198,2,207.8,25.975,8,83,1,2,1,121,4,Cannot Lose Them
12548.0,166,1,95.2,19.04,5,1,2,1,1,211,4,Cannot Lose Them
12550.0,79,1,964.83,16.92684210526316,57,1,2,1,4,214,7,Need Attention
12551.0,358,1,168.0,16.8,10,1,1,1,1,111,3,Cannot Lose Them
12552.0,39,2,437.82,21.891,20,1,3,2,2,322,7,Need Attention
12553.0,8,10,3692.28,19.33130890052356,191,322,5,5,5,555,15,Champions
12556.0,50,2,603.71,4.989338842975207,121,101,3,2,3,323,8,Need Attention
12557.0,16,5,11990.96,363.36242424242425,33,356,4,4,5,445,13,Champions
12558.0,8,1,269.96,24.54181818181818,11,1,5,1,2,512,8,Need Attention
12559.0,311,2,561.71,26.74809523809524,21,9,1,2,3,123,6,At Risk
12560.0,5,3,2134.01,20.323904761904764,105,138,5,3,5,535,13,Champions
12561.0,303,1,238.85,14.928125,16,1,1,1,1,111,3,Cannot Lose Them
12562.0,8,7,3781.74,22.510357142857146,168,191,5,5,5,555,15,Champions
12564.0,261,1,456.9,21.75714285714286,21,1,1,1,2,112,4,Cannot Lose Them
12565.0,289,1,145.92,16.213333333333335,9,1,1,1,1,111,3,Cannot Lose Them
12566.0,86,1,351.65,18.507894736842104,19,1,2,1,2,212,5,Cannot Lose Them
12567.0,23,10,9401.28,21.079103139013455,446,347,4,5,5,455,14,Champions
12569.0,2,32,4124.69,21.93984042553192,188,251,5,5,5,555,15,Champions
12571.0,40,2,519.61,15.28264705882353,34,82,3,2,3,323,8,Need Attention
12572.0,9,2,1020.42,17.007,60,44,5,2,4,524,11,Loyal Customers
12573.0,227,1,160.54,5.733571428571429,28,1,1,1,1,111,3,Cannot Lose Them
12574.0,316,1,218.45,19.85909090909091,11,1,1,1,1,111,3,Cannot Lose Them
12576.0,36,5,1315.83,14.952613636363635,88,269,3,4,4,344,11,Loyal Customers
12577.0,35,3,657.8,4.474829931972788,147,324,3,3,3,333,9,Potential Loyalists
12578.0,21,2,2794.51,24.51324561403509,114,309,4,2,5,425,11,Loyal Customers
12579.0,78,1,440.42,15.18689655172414,29,1,2,1,2,212,5,Cannot Lose Them
12580.0,247,1,415.7,17.320833333333333,24,1,1,1,2,112,4,Cannot Lose Them
12581.0,40,1,197.71,13.180666666666667,15,1,3,1,1,311,5,About to Sleep
12582.0,239,2,511.36,23.243636363636366,22,50,1,2,3,123,6,At Risk
12583.0,3,15,7281.38,29.47927125506073,247,371,5,5,5,555,15,Champions
12584.0,4,9,2338.15,24.355729166666666,96,277,5,5,5,555,15,Champions
12585.0,234,2,2040.1,23.44942528735632,87,118,1,2,4,124,7,Need Attention
12586.0,17,1,196.94,17.903636363636366,11,1,4,1,1,411,6,About to Sleep
12587.0,8,1,144.0,36.0,4,1,5,1,1,511,7,Need Attention
12588.0,39,1,214.9,21.49,10,1,3,1,1,311,5,About to Sleep
12589.0,29,2,646.68,18.47657142857143,35,116,4,2,3,423,9,Potential Loyalists
12590.0,211,2,9864.26,145.06264705882353,68,1,1,2,5,125,8,Need Attention
12591.0,317,1,452.85,17.41730769230769,26,1,1,1,2,112,4,Cannot Lose Them
12592.0,92,2,437.6,24.311111111111114,18,122,2,2,2,222,6,Cannot Lose Them
12593.0,109,3,418.1,19.90952380952381,21,111,2,3,2,232,7,Promising
12594.0,38,10,3338.22,28.290000000000003,118,286,3,5,5,355,13,Champions
12596.0,51,2,618.27,22.898888888888887,27,191,3,2,3,323,8,Need Attention
12597.0,19,4,3811.22,18.50106796116505,206,249,4,4,5,445,13,Champions
12598.0,10,8,3023.08,22.902121212121212,132,276,5,5,5,555,15,Champions
12599.0,29,7,1032.58,16.654516129032256,62,276,4,5,4,454,13,Champions
12600.0,29,10,2599.04,40.61,64,343,4,5,5,455,14,Champions
12601.0,190,5,577.06,20.609285714285715,28,143,1,4,3,143,8,Promising
12602.0,59,1,153.12,12.76,12,1,3,1,1,311,5,About to Sleep
12603.0,22,1,739.2,369.59999999999997,2,1,4,1,3,413,8,Need Attention
12604.0,79,2,254.18,15.88625,16,183,2,2,2,222,6,Cannot Lose Them
12607.0,60,1,1579.51,15.63871287128713,101,1,3,1,4,314,8,Need Attention
12609.0,78,3,1126.85,18.78083333333333,60,241,2,3,4,234,9,New Customers
12610.0,23,5,2099.54,19.80698113207547,106,104,4,4,5,445,13,Champions
12611.0,52,1,1193.32,18.35876923076923,65,1,3,1,4,314,8,Need Attention
12612.0,74,1,704.04,37.054736842105264,19,1,2,1,3,213,6,At Risk
12613.0,57,5,3344.38,21.858692810457516,153,205,3,4,5,345,12,Loyal Customers
12614.0,278,1,315.6,15.780000000000001,20,1,1,1,2,112,4,Cannot Lose Them
12615.0,2,4,2291.19,21.820857142857143,105,167,5,4,5,545,14,Champions
12616.0,95,2,713.3,22.290625,32,203,2,2,3,223,7,Need Attention
12617.0,29,1,355.53,8.465,42,1,4,1,2,412,7,Need Attention
12618.0,22,1,177.31,16.11909090909091,11,1,4,1,1,411,6,About to Sleep
12619.0,16,9,3641.24,40.45822222222222,90,238,4,5,5,455,14,Champions
12620.0,15,3,1339.41,14.558804347826088,92,190,4,3,4,434,11,Loyal Customers
12621.0,2,20,13689.67,29.31406852248394,467,365,5,5,5,555,15,Champions
12622.0,232,1,180.1,16.37272727272727,11,1,1,1,1,111,3,Cannot Lose Them
12623.0,276,1,305.1,16.950000000000003,18,1,1,1,2,112,4,Cannot Lose Them
12624.0,106,2,641.13,16.87184210526316,38,72,2,2,3,223,7,Need Attention
12625.0,212,2,2683.82,31.207209302325584,86,108,1,2,5,125,8,Need Attention
12626.0,23,9,6620.48,22.518639455782314,294,304,4,5,5,455,14,Champions
12627.0,11,7,4478.53,19.47186956521739,230,130,5,5,5,555,15,Champions
12628.0,4,3,786.46,19.181951219512197,41,61,5,3,3,533,11,Loyal Customers
12630.0,10,2,1270.88,19.8575,64,35,5,2,4,524,11,Loyal Customers
12631.0,57,1,640.5,20.661290322580644,31,1,3,1,3,313,7,Need Attention
12633.0,59,4,2163.98,21.425544554455445,101,230,3,4,5,345,12,Loyal Customers
12635.0,90,2,1689.18,16.724554455445546,101,66,2,2,4,224,8,Need Attention
12637.0,67,8,6021.9,15.440769230769229,390,257,3,5,5,355,13,Champions
12638.0,33,1,671.69,17.222820512820515,39,1,4,1,3,413,8,Need Attention
12639.0,239,1,486.1,22.095454545454547,22,1,1,1,2,112,4,Cannot Lose Them
12640.0,24,3,1174.58,22.16188679245283,53,58,4,3,4,434,11,Loyal Customers
12641.0,115,1,185.9,18.59,10,1,2,1,1,211,4,Cannot Lose Them
12642.0,25,3,1013.26,21.558723404255318,47,83,4,3,4,434,11,Loyal Customers
12643.0,128,6,3344.64,139.35999999999999,24,205,2,5,5,255,12,Loyal Customers
12644.0,130,1,477.91,15.416451612903225,31,1,2,1,2,212,5,Cannot Lose Them
12645.0,34,4,1775.18,24.31753424657534,73,283,3,4,4,344,11,Loyal Customers
12646.0,5,2,1346.97,29.932666666666666,45,45,5,2,4,524,11,Loyal Customers
12647.0,22,12,3722.82,30.76710743801653,121,347,4,5,5,455,14,Champions
12648.0,155,1,318.05,15.145238095238096,21,1,2,1,2,212,5,Cannot Lose Them
12649.0,107,3,623.51,20.113225806451613,31,106,2,3,3,233,8,Promising
12650.0,3,1,314.44,15.722,20,1,5,1,2,512,8,Need Attention
12651.0,335,1,114.0,12.666666666666666,9,1,1,1,1,111,3,Cannot Lose Them
12652.0,331,1,919.98,19.16625,48,1,1,1,3,113,5,At Risk
12653.0,149,2,2209.85,51.391860465116274,43,148,2,2,5,225,9,New Customers
12654.0,11,5,601.98,15.841578947368422,38,285,5,4,3,543,12,Loyal Customers
12656.0,17,5,4051.17,32.152142857142856,126,217,4,4,5,445,13,Champions
12657.0,11,4,1643.18,34.961276595744685,47,68,5,4,4,544,13,Champions
12658.0,19,1,686.05,19.056944444444444,36,1,4,1,3,413,8,Need Attention
12659.0,30,1,91.68,18.336000000000002,5,1,4,1,1,411,6,About to Sleep
12660.0,11,1,245.1,18.853846153846156,13,1,5,1,1,511,7,Need Attention
12662.0,1,11,3849.78,16.73817391304348,230,373,5,5,5,555,15,Champions
12664.0,8,9,4881.88,131.94270270270272,37,315,5,5,5,555,15,Champions
12665.0,325,1,63.0,21.0,3,1,1,1,1,111,3,Cannot Lose Them
12667.0,58,1,620.13,18.791818181818183,33,1,3,1,3,313,7,Need Attention
12668.0,12,4,3807.15,23.64689440993789,161,344,5,4,5,545,14,Champions
12669.0,151,3,2744.03,27.168613861386135,101,106,2,3,5,235,10,New Customers
12670.0,10,5,2996.05,32.56576086956522,92,223,5,4,5,545,14,Champions
12672.0,330,1,225.9,22.59,10,1,1,1,1,111,3,Cannot Lose Them
12673.0,5,2,610.52,14.536190476190475,42,322,5,2,3,523,10,Potential Loyalists
12674.0,39,4,1970.6,23.742168674698792,83,170,3,4,4,344,11,Loyal Customers
12676.0,25,6,1331.39,29.586444444444446,45,287,4,5,4,454,13,Champions
12678.0,42,12,17628.46,106.83915151515151,165,312,3,5,5,355,13,Champions
12679.0,59,4,1113.02,23.187916666666666,48,226,3,4,4,344,11,Loyal Customers
12680.0,1,4,862.81,16.592499999999998,52,113,5,4,3,543,12,Loyal Customers
12681.0,15,22,13787.54,21.610564263322885,638,354,4,5,5,455,14,Champions
12682.0,4,31,12288.22,23.406133333333333,525,368,5,5,5,555,15,Champions
12683.0,4,15,8476.57,24.641191860465117,344,362,5,5,5,555,15,Champions
12684.0,8,7,2283.63,21.748857142857144,105,206,5,5,5,555,15,Champions
12685.0,28,6,2863.08,18.236178343949042,157,66,4,5,5,455,14,Champions
12686.0,372,1,89.14,12.734285714285715,7,1,1,1,1,111,3,Cannot Lose Them
12688.0,114,1,4873.81,28.50181286549708,171,1,2,1,5,215,8,Need Attention
12689.0,26,2,1247.61,17.327916666666667,72,102,4,2,4,424,10,Potential Loyalists
12690.0,206,1,389.01,24.313125,16,1,1,1,2,112,4,Cannot Lose Them
12691.0,28,6,1035.8,32.36875,32,330,4,5,4,454,13,Champions
12693.0,127,4,855.91,21.946410256410257,39,193,2,4,3,243,9,New Customers
12694.0,70,2,869.67,23.504594594594593,37,113,3,2,3,323,8,Need Attention
12695.0,7,4,582.1,21.55925925925926,27,204,5,4,3,543,12,Loyal Customers
12697.0,29,3,957.59,23.355853658536585,41,141,4,3,4,434,11,Loyal Customers
12700.0,8,4,4939.99,18.432798507462685,268,208,5,4,5,545,14,Champions
12701.0,80,2,797.71,15.051132075471699,53,163,2,2,3,223,7,Need Attention
12702.0,20,1,219.0,18.25,12,1,4,1,1,411,6,About to Sleep
12703.0,71,1,283.55,13.502380952380953,21,1,3,1,2,312,6,About to Sleep
12704.0,7,8,2340.84,26.600454545454546,88,163,5,5,5,555,15,Champions
12705.0,15,9,6868.29,20.56374251497006,334,342,4,5,5,455,14,Champions
12707.0,292,1,603.42,18.285454545454545,33,1,1,1,3,113,5,At Risk
12708.0,30,10,2712.91,17.27968152866242,157,339,4,5,5,455,14,Champions
12709.0,15,15,9736.52,46.81019230769231,208,352,4,5,5,455,14,Champions
12710.0,97,3,1149.02,14.922337662337663,77,105,2,3,4,234,9,New Customers
12712.0,29,13,4396.13,33.053609022556394,133,343,4,5,5,455,14,Champions
12713.0,1,1,848.55,22.330263157894734,38,1,5,1,3,513,9,Potential Loyalists
12714.0,9,5,4708.86,18.18092664092664,259,286,5,4,5,545,14,Champions
12715.0,106,1,353.86,16.85047619047619,21,1,2,1,2,212,5,Cannot Lose Them
12716.0,4,2,1053.49,15.267971014492753,69,130,5,2,4,524,11,Loyal Customers
12717.0,151,2,1030.98,18.74509090909091,55,95,2,2,4,224,8,Need Attention
12718.0,71,1,238.25,12.539473684210526,19,1,3,1,1,311,5,About to Sleep
12719.0,5,2,644.95,16.53717948717949,39,60,5,2,3,523,10,Potential Loyalists
12720.0,3,25,5781.73,16.33257062146893,354,367,5,5,5,555,15,Champions
12721.0,32,6,2656.13,16.497701863354038,161,324,4,5,5,455,14,Champions
12722.0,85,4,997.63,18.82320754716981,53,66,2,4,4,244,10,New Customers
12723.0,4,5,725.07,10.508260869565218,69,62,5,4,3,543,12,Loyal Customers
12724.0,5,4,1031.41,19.460566037735852,53,328,5,4,4,544,13,Champions
12725.0,371,1,427.8,17.825,24,1,1,1,2,112,4,Cannot Lose Them
12726.0,28,7,2609.1,21.041129032258063,124,330,4,5,5,455,14,Champions
12727.0,11,7,3980.7,28.63812949640288,139,310,5,5,5,555,15,Champions
12728.0,71,4,836.33,18.18108695652174,46,262,3,4,3,343,10,Potential Loyalists
12729.0,114,1,453.01,17.423461538461538,26,1,2,1,2,212,5,Cannot Lose Them
12731.0,24,12,18895.91,68.96317518248175,274,342,4,5,5,455,14,Champions
12732.0,180,1,236.26,19.688333333333336,12,1,1,1,1,111,3,Cannot Lose Them
12733.0,234,1,383.95,17.452272727272728,22,1,1,1,2,112,4,Cannot Lose Them
12734.0,353,1,110.4,27.599999999999998,4,1,1,1,1,111,3,Cannot Lose Them
12735.0,315,2,779.57,18.12953488372093,43,22,1,2,3,123,6,At Risk
12736.0,333,1,234.0,58.5,4,1,1,1,1,111,3,Cannot Lose Them
12738.0,372,1,155.35,14.122727272727273,11,1,1,1,1,111,3,Cannot Lose Them
12739.0,78,2,1013.04,26.658947368421053,38,21,2,2,4,224,8,Need Attention
12740.0,64,1,427.6,15.837037037037037,27,1,3,1,2,312,6,About to Sleep
12743.0,134,2,546.43,4.077835820895522,134,1,2,2,3,223,7,Need Attention
12744.0,52,7,21279.29,95.85265765765766,222,267,3,5,5,355,13,Champions
12747.0,2,11,4196.01,40.737961165048546,103,367,5,5,5,555,15,Champions
12748.0,1,209,33719.73,7.338352557127313,4595,373,5,5,5,555,15,Champions
12749.0,4,5,4090.88,20.55718592964824,199,210,5,4,5,545,14,Champions
12750.0,129,1,275.88,18.392,15,1,2,1,2,212,5,Cannot Lose Them
12752.0,81,1,4366.78,82.3920754716981,53,1,2,1,5,215,8,Need Attention
12753.0,23,6,21429.39,108.77862944162436,197,340,4,5,5,455,14,Champions
12754.0,236,3,3010.74,47.78952380952381,63,73,1,3,5,135,9,New Customers
12755.0,281,2,3811.95,952.9875000000001,4,86,1,2,5,125,8,Need Attention
12756.0,87,1,112.08,28.02,4,1,2,1,1,211,4,Cannot Lose Them
