ID,Age,Job,Credit amount,Duration,monthly_payment,credit_duration_ratio,age_credit_ratio,high_credit_flag,long_duration_flag,young_applicant_flag,no_checking_flag,no_savings_flag,financial_instability_flag,Sex_encoded,Saving_accounts_encoded,Checking_account_encoded,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,age_group_early_career,age_group_mid_career,age_group_senior,duration_category_medium_term,duration_category_long_term,credit_category_medium,credit_category_high,Risk_encoded
567,-0.13597449372113873,2,-0.2457207028737252,0.2569530922366421,-0.39286034801129693,-0.39178440016811483,-0.25954765191544626,0,0,0,0,0,0,1,4.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0
320,-0.6636892170890771,3,0.34655417098563873,0.7547634097761486,-0.16982579235088227,-0.14061763671151312,0.572925058203989,1,1,1,0,0,0,1,1.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,1
211,0.8315024991200816,1,0.1998146151641087,1.2525737273156552,-0.3986543939449983,-0.38787275300890783,-0.15649854117864395,0,1,0,0,0,0,0,,,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0
782,-0.3998318554051079,1,-0.6597105608436457,-0.738667542842371,-0.3271341394508728,-0.35226058070450184,-0.5921976156674447,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
367,-1.1914039404570154,2,0.13424259142743467,-0.2408572253028645,0.2287321423135965,0.2666471549538818,0.7281681070458346,0,0,1,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0
970,-1.1914039404570154,2,-0.6228484502024884,-0.4897623840726178,-0.43512067054023085,-0.4546417302727247,-0.33635565644110693,0,0,1,0,0,0,1,2.0,2.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0
896,-0.6636892170890771,3,-0.2357962884703367,0.008047933466888799,-0.2841443879249282,-0.2783189986801211,-0.07043830380442109,0,0,1,0,0,0,0,1.0,1.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0
930,-1.0154990326677027,1,-0.540263144631434,0.2569530922366421,-0.6185565435225058,-0.6377382144915086,-0.2927895894975284,0,0,1,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
251,0.919454953014738,1,-0.36162368537044093,-0.738667542842371,0.12969016963438987,0.12641931804115708,-0.5543611438300118,0,0,0,0,0,0,0,1.0,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0
390,-0.4877843092997643,3,-0.514388778508314,-0.2408572253028645,-0.43396186135349063,-0.4460254022248669,-0.42573046679628396,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0
741,-1.103451486562359,1,-0.788019061344597,-0.9046043153555399,-0.40991657072863025,-0.44984898077306884,-0.5913057175302485,0,0,1,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
552,-0.13597449372113873,2,1.3212734427470096,2.2481943623946683,-0.14258472326571467,-0.09790707193618195,1.1661203130034083,1,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,1
287,-0.3998318554051079,3,1.5279139283604204,2.2481943623946683,-0.06341451749974907,-0.00987011514049782,1.5907384526742079,1,1,0,0,0,0,1,2.0,2.0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,0
652,0.8315024991200816,2,-0.3431926300498623,0.2569530922366421,-0.46754922137541544,-0.4731770583377096,-0.529768505021381,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,1
906,-1.0154990326677027,1,0.17429469241253828,0.008047933466888799,0.07498299485859404,0.11081862736211508,0.6282028800361174,0,0,1,0,0,0,1,,1.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0
904,0.03993041406817406,3,-0.7064970858881915,0.2569530922366421,-0.7459350220962204,-0.776549693333472,-0.7016627344541818,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0
151,0.21583532185748686,2,-0.4775266678671567,-0.9046043153555399,0.1610866560376338,0.13940695771093978,-0.5357571360889417,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
834,-0.9275465787730462,1,-0.33468598913267217,-0.4897623840726178,-0.08182871973279365,-0.07866314452340328,-0.07034432498099928,0,0,1,0,0,0,0,1.0,3.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1
777,-0.9275465787730462,2,0.08426607603894255,-0.2408572253028645,0.17767211252285384,0.2117363185810929,0.44804286501365304,0,0,1,0,0,0,0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0
359,-1.103451486562359,2,-0.3066849627802546,0.7547634097761486,-0.5702667919438139,-0.5805198918627249,0.05605855453325614,0,1,1,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,1
576,-0.7516416709837335,2,-0.12095663608826972,-0.738667542842371,0.49851740610156364,0.5128921494897924,0.09892661902270665,0,0,1,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
770,-0.8395941248783899,2,-0.16278095393112127,0.2569530922366421,-0.3293069066760107,-0.3225266473983506,0.09492827971663201,0,0,1,0,0,0,0,,1.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0
389,-0.7516416709837335,2,-0.6458872693532116,-0.9875727016121243,-0.043588016570364964,-0.08264028577487208,-0.5024798392574211,0,0,1,0,0,0,0,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
942,-0.3998318554051079,2,-0.8301978225589982,0.2569530922366421,-0.8407219922928653,-0.8798443758832488,-0.7623194965605644,0,0,0,0,0,0,1,,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0
50,-0.5757367631944207,1,-0.3325593289033746,0.2569530922366421,-0.459401344281148,-0.464297859264663,-0.2088410250793429,0,0,1,0,0,0,1,,2.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0
413,0.3917402296467996,1,-0.5934296503638724,-0.9046043153555399,-0.0520618087484032,-0.08055501932589898,-0.6531461668626773,0,0,0,0,0,0,1,3.0,,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
193,-0.5757367631944207,2,-0.4123090875020322,-1.2364778603818776,1.1970620689834277,1.0734525744859829,-0.29390806352149,0,0,1,0,0,0,1,1.0,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
350,-1.103451486562359,2,-0.7213837074932742,-0.9875727016121243,-0.19785448955516224,-0.24024606932145115,-0.5016853322961257,0,0,1,0,0,0,0,1.0,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
994,1.2712647685933636,2,-0.312356056725048,-0.738667542842371,0.2051938307079349,0.20553525849971416,-0.566803122843898,0,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
722,-1.0154990326677027,1,-0.7242192544656709,-0.738667542842371,-0.42599504819465134,-0.4558512365567134,-0.529890329422113,0,0,1,0,0,0,0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
874,-0.5757367631944207,1,0.1129759891344593,-0.738667542842371,0.8570239982493323,0.8885505718109991,0.2664001630174522,0,0,1,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
546,0.12788286796283044,2,-0.4427912174552969,0.2569530922366421,-0.5438676701583873,-0.5563455563219138,-0.49171319627381244,0,0,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0
759,-0.048022039826482336,2,-0.9145553449878004,-0.738667542842371,-0.7176890481694266,-0.7615005892635134,-0.8744271381779253,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
233,-0.9275465787730462,1,-0.8525277549666223,-0.2408572253028645,-0.7794318501504311,-0.817549784491821,-0.7110919430708358,0,0,1,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
809,-0.8395941248783899,0,-0.5292754001133967,-0.4897623840726178,-0.320398561052945,-0.3325527430183325,-0.3411093638263122,0,0,1,0,0,0,0,1.0,2.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1
306,-1.0154990326677027,1,0.545751345796508,0.7547634097761486,-0.047716274298127095,-0.0064748980273129225,1.1069727749127352,1,1,1,0,0,0,0,,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0
490,-0.8395941248783899,2,-0.4739822341516608,-0.738667542842371,-0.042501632957796034,-0.054010560558574054,-0.27532418743105175,0,0,1,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
288,1.1833123146987072,2,-0.7724235529964151,-0.738667542842371,-0.499869133849343,-0.5332596387319923,-0.8465467538961245,0,0,0,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
727,-0.9275465787730462,2,-0.49241328947223945,-0.2408572253028645,-0.41150993336039804,-0.42188021176307317,-0.2655070149536052,0,0,1,0,0,0,0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
198,0.03993041406817406,2,-0.18121200925169992,0.2569530922366421,-0.3434298936394077,-0.33791725912496484,-0.25030332974225605,0,0,0,0,0,0,1,,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,0
583,-0.22392694761579512,1,-0.31448271695434554,1.2525737273156552,-0.6613781642512669,-0.678046578571763,-0.2988115911246198,0,1,0,0,0,0,1,1.0,2.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,1
752,-1.103451486562359,1,-0.861388839255362,-0.738667542842371,-0.6362102772267519,-0.6761236750996028,-0.6899834821231392,0,0,1,0,0,0,0,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
301,0.5676451374361124,2,0.18882687064607143,1.2525737273156552,-0.4042673759432714,-0.39407219380315217,-0.09784879396911293,0,1,0,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,1
591,0.5676451374361124,2,-0.4629944896336235,0.2569530922366421,-0.5593486366374956,-0.5732160345607026,-0.5779239502821444,0,0,0,0,0,0,0,,2.0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0
125,-0.4877843092997643,2,-0.40770132367188755,-0.738667542842371,0.0590752348174051,0.05242599243243454,-0.3157230329353206,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
489,-0.8395941248783899,2,0.08745606638288886,-1.2364778603818776,2.7288629627057115,2.5638895617473936,0.3926483728900543,0,0,1,0,0,0,1,1.0,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
606,3.382123662065117,3,0.444734984904875,0.2569530922366421,0.13620847130980382,0.18477159297505108,-0.4202977570339126,1,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0
623,-1.1914039404570154,2,-0.5009199303894296,-0.738667542842371,-0.08378421023541774,-0.09726819706828872,-0.16491549977467063,0,0,1,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
72,1.35921722248802,3,-0.7469036302448446,-1.0705410878687087,-0.14462169253928153,-0.19782322930578347,-0.8406500434069134,0,0,0,0,0,0,1,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0
754,1.7110270380666455,2,-0.6083162719689552,-0.738667542842371,-0.24837132753962052,-0.2697295636793883,-0.7809039696575636,0,0,0,0,0,0,1,4.0,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
512,-0.8395941248783899,2,-0.20708637537481994,-0.4897623840726178,0.07461052047714169,0.08782183809622243,0.042215798630686,0,0,1,0,0,0,1,1.0,3.0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
217,-1.103451486562359,2,0.22746119814497667,1.2525737273156552,-0.3845314069816014,-0.37227416004274466,0.7744517489365711,0,1,1,0,0,0,1,1.0,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0
105,0.3037877757521432,3,3.071869254830432,0.2569530922366421,2.1492773054001524,2.3785257106224567,2.265276834295309,1,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,1
656,0.479692683541456,1,-0.8447300007925314,-0.738667542842371,-0.6106802623313805,-0.6493722419949108,-0.8534232531708904,0,0,0,0,0,0,1,1.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
399,0.6555975913307688,1,-0.6221395634593891,0.2569530922366421,-0.6812951971483653,-0.7061080473539683,-0.7043400381446866,0,0,0,0,0,0,0,4.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0
208,-1.279356394351672,1,1.1685083496091366,0.2569530922366421,0.690807305526276,0.789149076547097,2.338291150953785,1,0,1,0,0,0,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
980,1.1833123146987072,2,1.8128863990862902,0.7547634097761486,0.7290480086887047,0.8468352279442453,0.7855521461958128,1,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,1
747,0.12788286796283044,1,-0.7079148593743898,-0.738667542842371,-0.4010082251055644,-0.42966898287978084,-0.7133677545785637,0,0,0,0,0,0,0,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
99,0.03993041406817406,3,1.3418311582968858,-0.07492045278969563,1.2069481598578058,1.331724515777381,1.0583952951208644,1,0,0,0,0,0,1,,2.0,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,0
948,0.6555975913307688,1,-0.6161140261430461,-0.2408572253028645,-0.5378925602892578,-0.5577942677496214,-0.7000053559791074,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1
785,-0.048022039826482336,1,-0.47150113055081366,-0.2408572253028645,-0.3901443889798745,-0.3989033369687856,-0.4828487072537561,0,0,0,0,0,0,1,4.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
432,0.03993041406817406,3,-0.49595772318773534,-1.2364778603818776,0.9406755364171449,0.8239893624337183,-0.5207534993672157,0,0,0,0,0,0,1,1.0,1.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
635,1.0074074069093943,2,-0.6657360981599887,-0.738667542842371,-0.33636840015770925,-0.36193663097641166,-0.7659315858616081,0,0,0,0,0,0,1,1.0,,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
597,0.03993041406817406,1,0.343718624013242,0.2569530922366421,0.05880363891426291,0.10041920178110735,0.2007515139678397,1,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,1
736,-1.103451486562359,3,2.937889660384687,0.2569530922366421,2.046614054012382,2.266647802302068,4.419808588752198,1,0,1,0,0,0,0,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1
639,-0.8395941248783899,2,0.38944181894313906,1.7503840448551617,-0.4148208167510845,-0.40282489265894195,0.751936643971861,1,1,1,0,0,0,1,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,1
986,-0.22392694761579512,2,1.0696186489468011,1.7503840448551617,-0.11699650924824134,-0.07260816744234067,0.998618276670794,1,1,0,0,0,0,1,1.0,3.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0
607,1.2712647685933636,2,-0.2127574693196134,1.2525737273156552,-0.6094128147833834,-0.6206517557347268,-0.5051843409536707,0,1,0,0,0,0,0,2.0,2.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,1
447,-0.048022039826482336,2,-0.24642958961682437,-1.1535094741252931,1.3057004302403272,1.227781510755604,-0.28392686434427816,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0
62,2.238741761434584,3,-0.4672478100922186,1.2525737273156552,-0.7394167204208065,-0.7642388038078696,-0.7398576797656377,0,1,0,0,0,0,1,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
603,-0.6636892170890771,3,0.027555136591008247,1.2525737273156552,-0.48665146656308694,-0.4850639861057704,0.2205044703722367,0,1,1,0,0,0,0,1.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1
985,-0.9275465787730462,2,-0.6515583632980051,-0.4897623840726178,-0.4703194995874664,-0.49210085136214043,-0.4624239762967514,0,0,1,0,0,0,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0
655,-1.1914039404570154,2,0.24872780043795206,-0.5727307703292022,0.7567663105751077,0.8050329771111027,0.8891424401948431,1,0,1,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0
239,0.3037877757521432,2,-0.2655695316805022,0.7547634097761486,-0.5450626921322133,-0.5528320667962351,-0.3818736825327769,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,0
513,-1.3673088482463283,2,-0.952126342372057,-0.738667542842371,-0.7752673796355833,-0.8218336086060103,-0.7701889598659114,0,0,1,0,0,0,1,1.0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
928,1.9748843997506147,2,-0.49772994004548327,0.7547634097761486,-0.6873789453787517,-0.7091728031630521,-0.737958004189498,0,1,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
852,-0.048022039826482336,2,-0.6380895151791207,-0.4897623840726178,-0.45380646867641766,-0.47452743653006885,-0.6300821972812437,0,0,0,0,0,0,1,1.0,,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0
646,-0.3118794015104515,2,0.4649382570832016,0.7547634097761486,-0.09725536703127324,-0.06089579557179265,0.47938676051697804,1,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,0
862,-0.048022039826482336,2,-0.29498833151911813,0.2569530922366421,-0.43061217854806955,-0.4329246892065646,-0.3268438603735671,0,0,0,0,0,0,0,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,1
999,-0.7516416709837335,2,0.4624571534823545,1.999289203624915,-0.4301957314965848,-0.41873083909414355,0.7673364977054146,1,1,1,0,0,0,1,2.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,0
244,-0.048022039826482336,1,0.06229058700286801,-0.738667542842371,0.779347569950649,0.8071579136414042,-0.011075013676317073,0,0,0,0,0,0,0,3.0,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
0,2.7664564848025224,2,-0.7451314133870967,-1.2364778603818776,0.17694785678114117,0.08088496382040469,-0.8995910201508671,0,0,0,0,0,0,1,,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
79,-1.1914039404570154,2,0.19875128504945994,0.7547634097761486,-0.26043018563913645,-0.24015059406260117,0.8188719108635422,0,1,1,0,0,0,1,1.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0
504,-1.0154990326677027,2,-0.7316625652682123,0.2569530922366421,-0.7652183312193201,-0.7975637978063492,-0.5394840009797551,0,0,1,0,0,0,0,1.0,1.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,1
51,-0.4877843092997643,3,0.9547789965647342,0.5058582510063954,0.3470272467933316,0.4215185234977023,1.0891559563056854,1,1,0,0,0,0,1,1.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,0
213,2.678504030907866,3,-0.4831977618119501,0.7547634097761486,-0.6784705997556859,-0.6993865891309308,-0.7739267539792786,0,1,0,0,0,0,1,1.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
893,-0.13597449372113873,2,0.896295840259052,1.2525737273156552,-0.04286376082865228,0.005091800561740162,0.7794711635038141,1,1,0,0,0,0,1,1.0,2.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,0
305,-0.22392694761579512,2,-0.6125695924275503,-1.2364778603818776,0.5832553278819455,0.47622073207272214,-0.5782324666216604,0,0,0,0,0,0,1,4.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0
972,-0.5757367631944207,0,-0.7366247724699065,0.2569530922366421,-0.7690206738633115,-0.8017074240404377,-0.6398473531862215,0,0,1,0,0,0,0,1.0,1.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1
599,-0.3118794015104515,2,0.2097390295674972,0.2569530922366421,-0.04385961247350715,-0.011458706539280956,0.23269234903475142,0,0,0,0,0,0,1,1.0,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
837,-1.103451486562359,1,-0.9464552484272635,-1.4024146328950464,-0.11365975958106517,-0.26540380002841674,-0.8043924845496792,0,0,1,0,0,0,0,1.0,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
610,-1.1914039404570154,2,-0.896833176410321,-0.738667542842371,-0.6905294578552017,-0.7330416178755432,-0.7215976363921395,0,0,1,0,0,0,0,2.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
694,-0.6636892170890771,2,-0.34992705410930447,0.2569530922366421,-0.4727095435351181,-0.47880055108397257,-0.19652655856200357,0,0,1,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,0
750,1.1833123146987072,2,-1.0077739517053426,-1.2364778603818776,-0.6280624001324845,-0.7023872401233582,-0.9951227985439235,0,0,0,0,0,0,0,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0
850,-0.22392694761579512,2,-0.36729477931523435,-0.07492045278969563,-0.3646143740845031,-0.3673031798667147,-0.34831659760388145,0,0,0,0,0,0,1,1.0,1.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,1
969,0.3917402296467996,1,0.236676725805266,-0.8216359290989554,1.2411099863657704,1.2740273392610557,-0.011192487205594327,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
33,1.8869319458559584,1,-0.7114592930898858,-0.738667542842371,-0.40644014316840943,-0.43536077715737487,-0.8477558381740656,0,0,0,0,0,0,1,,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
503,0.21583532185748686,2,-0.728472574924266,0.2569530922366421,-0.7627739680910399,-0.7949000380844352,-0.7400374206847504,0,0,0,0,0,0,1,2.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,1
474,-0.22392694761579512,2,-0.7181937171493279,-0.2408572253028645,-0.6421853870958814,-0.6699525718302114,-0.6772424795801837,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,1
467,-0.3118794015104515,2,1.4059854085473615,2.2481943623946683,-0.11012901284021599,-0.06181644985356014,1.3890724028576886,1,1,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,0
462,-0.13597449372113873,3,-0.09012006276345544,-0.738667542842371,0.545775093248315,0.5624107597048605,-0.11798053212368491,0,0,0,0,0,0,0,1.0,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0
424,-0.9275465787730462,2,-0.18050312250860073,-0.738667542842371,0.40726118264576805,0.41727000562621247,0.12043268656525602,0,0,1,0,0,0,0,,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
267,0.21583532185748686,2,-0.6161140261430461,0.2569530922366421,-0.676678066794947,-0.7010765012125751,-0.648572942977305,0,0,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,0
684,-0.3998318554051079,1,2.3342725986357364,1.2525737273156552,0.6917126252034167,0.8164186167633277,2.3953689704119356,1,1,0,0,0,0,1,2.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0
864,-0.9275465787730462,1,-0.3761558636039741,-0.9046043153555399,0.34751008395447336,0.33178960429361837,-0.12165676256930234,0,0,1,0,0,0,1,1.0,,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
950,0.3917402296467996,0,0.1129759891344593,-0.2408572253028645,0.2070044700622167,0.24328084160375887,-0.1068550978803688,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
